@relation data

@attribute id string
@attribute 121504 numeric
@attribute 126961 numeric
@attribute 128312 numeric
@attribute 255626 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3020 numeric
@attribute 3021 numeric
@attribute 474382 numeric
@attribute 54145 numeric
@attribute 5595 numeric
@attribute 653604 numeric
@attribute 7343 numeric
@attribute 8294 numeric
@attribute 8330 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8352 numeric
@attribute 8354 numeric
@attribute 8355 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8370 numeric
@attribute 85236 numeric
@attribute 8932 numeric
@attribute 8968 numeric
@attribute 8970 numeric
@attribute Class {Control,BRCA}

@data
GSM427170,5.66903474,4.761566465,5.364757352,5.331106163,5.920180882,5.194964872,8.1824276685,12.2658041,7.35042085667,5.272033689,14.22653269,12.39411974,4.974542217,9.166565528,11.573459625,5.796890531,7.034116831,4.87013196,5.741070021,6.930030968,5.462225158,9.7660141615,10.37700472,5.956702124,5.294263476,5.259471408,6.603037,6.366720539,5.218210843,5.576228285,4.522568122,5.130942449,5.186868206,8.374019108,6.270534198,6.255883662,6.283556631,5.817118769,5.758230711,4.874319002,5.465983644,5.773740066,5.154829498,5.190823476,7.261815502,5.361251859,13.67776426,6.624543716,5.681316606,5.488652576,5.272033689,6.971345601,11.78113439,5.776494472,5.69300685,8.826803578,BRCA
GSM427171,5.572595075,5.21024395,4.586084011,4.971556485,9.595365248,5.017266367,7.7048200875,12.65463721,8.22423822633,5.464840793,14.777237275,12.8619748,4.835433068,10.51955791,11.32136754,5.972009767,6.73484059675,5.115003321,5.494104547,9.564845477,5.372961888,11.03101716,11.03470976,9.221497177,5.062651968,5.123305363,5.943869327,6.308435168,5.963018152,5.261165252,4.670748652,6.674196241,4.818149175,9.64111297,6.42114386,5.664419727,5.780186226,6.389055329,5.20340796,6.035630095,4.87013196,5.216077698,4.859610883,5.144465785,8.105084975,5.937704108,13.95892379,10.29642331,5.596198143,6.441786907,4.946744016,7.502913581,12.73980492,5.553066382,6.175530214,8.650783516,Control
GSM427172,5.718917257,4.985740915,5.674412098,5.062004299,5.388974098,4.569650312,7.6203130365,12.24439068,7.56668640033,5.051601854,14.434166235,12.33286882,5.664704155,9.510601559,11.488573795,6.26697916,7.0738854935,5.437137209,6.054637553,8.642251314,5.1717385,10.3554384715,10.68061031,6.425178655,5.151586144,4.8729657,6.030066347,6.118843116,5.411605257,5.602298936,4.481986893,5.383886777,5.741339733,9.532570767,6.026031625,5.440131024,5.784118687,6.059945345,5.343062431,5.599028548,5.275762522,5.279110251,4.688758955,5.287630431,7.56483756,5.842357415,13.80946823,6.72451769,5.368952732,6.396267078,4.773747658,7.462300066,12.11639279,5.617263028,5.850881445,9.197893105,Control
GSM427178,5.903165591,4.184130008,5.398154738,5.037614213,6.695023358,4.285723506,8.5565489965,12.19058871,8.272745429,5.119782831,14.30850224,12.16931758,6.107798352,9.94572954,11.695521545,6.222655455,7.03665479875,5.186075849,6.1476177,9.746943004,5.272033689,9.210895542,9.522812543,6.790319577,5.280781207,5.337721125,6.464101029,5.8736971,4.796249019,5.062436111,5.104558131,5.268482349,5.139972076,9.326475062,6.301867109,5.919942619,5.598582011,5.932280461,5.037614213,5.988861462,4.810457607,5.177530413,5.337721125,5.305068782,8.172653928,5.636197729,12.50573969,7.475573601,5.229406468,5.676811285,5.032113243,6.924993942,11.9164133,5.58016537625,6.060323727,8.738464816,BRCA
GSM427181,5.771166725,5.114899242,5.46712559,4.917683858,5.837193482,5.027807878,7.973477668,11.77544785,7.373276538,4.626473668,14.078392295,11.41782366,4.702259784,9.341019005,11.206231375,5.865430938,6.78032995575,5.045935721,5.537460123,8.831656493,5.569484446,8.1433122955,8.802121408,6.144052107,5.245658467,5.706262025,6.062214149,5.734581769,5.472171943,5.168332398,4.471592908,5.30196368,4.683996719,8.738371924,6.083219352,5.528267534,5.44808429,6.192791506,5.398154738,5.577890454,4.795469964,5.322839634,4.710961176,4.945808121,7.207676014,5.501686937,13.2267238,7.093182818,5.537460123,5.297201735,4.683996719,7.199282482,11.30718958,5.4574363275,6.104971499,8.533243212,BRCA
GSM427182,6.241654902,4.518505219,5.408721412,4.488522104,7.849156615,4.379281551,8.842111226,12.34682957,7.82207301767,4.742021934,14.42230459,12.36089516,5.507962085,9.858665306,11.49634678,6.449524749,6.9761376035,5.06588596,5.829222461,8.501002294,5.262105418,9.8544198415,10.13087976,7.272725709,4.800655715,5.579701547,6.529825337,5.911578492,5.362129031,5.240515881,4.944168843,5.313800226,4.944168843,8.9542553,6.044837379,6.006192112,5.834541365,5.981059894,5.602001935,5.722063796,5.732683853,5.398154738,5.43205013,5.15826759,7.845617261,5.673211007,14.11502538,8.485387705,5.201056716,6.266557588,4.993460669,6.23007389,11.86567539,5.6461575365,6.332936692,8.833563055,BRCA
GSM427183,6.619857273,4.907144547,5.357737827,5.045717348,6.780838691,5.118952748,8.658799007,12.17054643,7.943711831,4.907144547,14.46353493,12.59087361,6.124799193,9.735196839,11.796022585,6.56605832,7.0457302765,5.214524337,5.88179384,8.954364367,5.744774144,9.687734615,10.0579109,7.389762805,4.490426825,5.409230745,6.449813597,5.564081832,5.441791574,5.538546893,5.205168882,5.122477305,4.77031556,9.594101148,6.435466602,6.209166382,6.035904971,5.474445169,5.07383228,5.472171943,5.361251859,5.25928308,4.808914358,4.974542217,7.604462652,5.646026713,12.66850837,6.397636666,5.212385731,6.037388399,4.650791135,6.682015342,11.46435444,5.492776536,6.090435997,8.710996765,BRCA
GSM427187,5.934641074,5.547365958,5.164314897,4.607083101,7.151983404,5.338790969,8.7678165095,12.35961925,7.94815195633,5.090018442,14.56971402,12.28213433,5.678784095,10.30654055,11.46459896,6.098669702,7.08638995375,5.338790969,6.034750138,9.02738156,5.204484334,9.7393383155,10.18060575,6.96538352,5.172938736,5.695862485,6.442492064,6.104237707,4.75276401,5.090018442,5.104558131,4.959319531,4.607083101,8.847089556,6.344212118,6.204870044,5.684966848,6.081089922,4.813795654,5.899786645,4.942762263,5.810900139,5.061788345,5.277437357,9.016439995,6.198008483,13.77694807,7.419920424,5.18190882,5.460751776,4.680625393,6.950646655,12.30206775,5.4174324275,5.986986106,8.676081478,BRCA
GSM427189,6.044728113,5.274831217,5.544895869,5.652781349,6.73924435,5.279296008,8.9229703645,12.51448113,8.42506028633,5.31307462,14.65142302,12.16391545,6.149448008,10.55366796,11.5411915,6.121280311,7.135224371,5.488973851,6.020708453,10.14135395,5.638081984,9.864035051,9.885826425,7.27246912,5.301415026,5.452374073,6.41971216,5.651059765,5.201742891,5.581058376,5.286429541,5.80723335,5.127644885,9.746943004,6.353063548,6.128154826,5.79507289,5.780317481,5.410164055,5.920419107,5.353156751,5.115835678,4.767934712,5.15826759,9.599160216,5.883872025,11.9866439,7.37334615,4.65723556,5.507803557,4.863456876,7.116398873,11.90369558,5.68924529375,6.182946122,8.599978956,BRCA
GSM427193,5.636777762,5.065239741,5.233438728,4.671880991,5.823692844,4.71233763,8.6437751455,8.334754988,6.45453368433,4.904256777,14.354524465,9.376896534,4.817893448,10.28302499,12.52079595,6.674372814,7.1764395195,5.027033758,6.855058834,7.599468671,4.904256777,10.153905865,11.1356742,6.232090496,4.891432858,5.495224459,5.626739362,5.587673458,5.408721412,5.472659365,5.065239741,5.027033758,4.791828801,8.786074471,5.878732237,5.726021414,6.472573571,5.716038325,5.312983894,5.687628504,5.244707519,5.145688916,5.64689077,5.20184089,8.87169823,4.659234823,14.56106625,5.762422735,4.916728914,5.901899413,4.379943219,7.282372907,12.25579879,5.4134862655,6.404890884,8.313088371,BRCA
