@relation thedata

@attribute 1964 real
@attribute 1965 real
@attribute 1968 real
@attribute 1973 real
@attribute 1974 real
@attribute 1975 real
@attribute 1977 real
@attribute 1981 real
@attribute 2197 real
@attribute 26986 real
@attribute 27335 real
@attribute 3646 real
@attribute 3921 real
@attribute 6187 real
@attribute 6188 real
@attribute 6189 real
@attribute 6191 real
@attribute 6192 real
@attribute 6193 real
@attribute 6194 real
@attribute 6201 real
@attribute 6203 real
@attribute 6204 real
@attribute 6205 real
@attribute 6206 real
@attribute 6207 real
@attribute 6208 real
@attribute 6209 real
@attribute 6210 real
@attribute 6217 real
@attribute 6218 real
@attribute 6222 real
@attribute 6223 real
@attribute 6224 real
@attribute 6227 real
@attribute 6228 real
@attribute 6229 real
@attribute 6230 real
@attribute 6231 real
@attribute 6232 real
@attribute 6233 real
@attribute 6234 real
@attribute 6235 real
@attribute 7458 real
@attribute 8661 real
@attribute 8662 real
@attribute 8663 real
@attribute 8664 real
@attribute 8665 real
@attribute 8666 real
@attribute 8667 real
@attribute 8668 real
@attribute 8669 real
@attribute 8894 real
@attribute DependentVariable {BRCA,Control}

@data
7.15454072767,8.700908799,12.02694363,14.36769016,13.7606441,13.67421216,5.6362406355,8.61824620425,14.65075364,11.6297132135,12.87602003,13.96951021,10.3566941195,14.58802614,15.02279519,13.942461405,14.52105188,5.334685584,14.79865761,14.576325285,7.689528579,15.11026186,14.98417233,14.90539078,15.00968454,14.23655206,14.6724388,11.217339658,13.4969739433,14.61254488,13.399425015,14.07409548,14.29545473,14.03833906,11.01124493,12.79680929,11.0653972525,15.06752912,8.7749030545,14.39263877,13.86313743,12.69058957,13.546586955,10.085335454,10.60335306,12.3868685633,7.3429965865,13.52332736,13.37889296,13.51771248,12.88951828,12.55918115,8.413195399,8.469917638,BRCA
7.402280551,8.798262085,12.34260121,14.81202536,13.96600025,13.60139652,4.9107340725,8.126741237,14.75233937,11.641617918,12.33201704,14.46406102,10.3818445185,14.692679185,14.99984525,13.470077995,14.90869492,5.463533568,14.96942161,14.25599975,8.047039689,15.09455403,14.72492149,14.74286599,14.18150639,14.48484431,14.89775512,11.0931200585,13.6005127633,14.03142469,13.50958791,13.93264756,14.06389305,14.10257573,11.37148006,12.14240395,11.157043204,14.58875125,9.2166733695,13.80581744,13.69362951,12.40419699,13.480691875,10.8360868257,10.32396703,11.7029016793,6.262386045,12.93579034,13.01183005,12.76915812,12.68497545,12.04611629,9.077897964,7.889977115,Control
7.37679594167,8.735937695,12.51631937,14.29545473,13.94334633,13.62077142,5.521543841,8.09491549125,14.56668795,11.266543636,12.2610269,14.08845827,10.194117024,14.634211915,14.96942161,13.021080025,14.470003945,5.465820435,14.42653276,14.413640505,8.1398513245,14.69079602,14.94673156,15.05985438,14.93557532,14.16456092,14.68467749,10.6157770125,13.3323721633,14.43231028,13.727391515,13.72609363,14.04206419,13.95556321,11.01529328,12.44726543,11.3685597875,15.04650697,9.277258795,14.41297137,13.81883279,11.99021932,13.4957046775,10.819526326,9.540118894,11.712241593,6.0901417335,13.00468928,13.07861622,12.80568549,12.59315889,12.15122597,8.733728122,7.772530879,Control
5.949464551,7.356850554,12.65253473,14.33042537,14.04206419,13.59555882,5.296964961,8.5641207665,14.48484431,10.2053931195,11.97407764,13.84737503,9.7265377325,14.75895393,15.15765011,12.27665083,14.61226133,5.63307605,14.74286599,13.95530667,7.7703854775,14.81988894,14.81202536,14.65913186,14.95604237,13.38150649,14.591313615,10.6639811885,12.8888692233,14.62729222,13.791603525,12.93836212,13.89003007,13.56248158,9.732337522,12.50386679,11.057877401,14.70026172,9.0156279615,14.65508011,13.524654285,9.134080446,13.4866808525,10.7561408353,7.504801363,12.0951006,5.7655104585,13.52549699,12.95454627,13.26439572,12.79680929,12.15241487,8.85784972,8.091145926,BRCA
6.23907221867,8.580617665,12.26795863,14.27361389,14.34873163,13.91975024,5.107609878,8.65826985425,14.00874508,10.3790157535,11.42211092,14.46406102,9.7707182095,14.903197465,14.87892073,12.97155563,14.457644915,5.577890454,14.56106625,14.16842824,7.3148579825,14.59249268,14.81202536,14.70026172,14.95604237,13.53124563,14.438661025,10.004776569,12.72542842,14.70323068,13.62206834,13.08977243,14.36402692,13.97428464,9.892717783,13.35270561,10.639018973,14.94179249,8.3867433405,14.87548853,13.578505435,9.108283416,13.5405357975,10.562462912,8.431853925,12.2835782367,5.7488140055,13.99825372,13.16916718,13.10574654,13.1007987,12.70249961,9.173128136,8.334453331,BRCA
6.38720504767,7.698359359,12.94317143,14.17314893,14.08054111,13.80581744,5.2643122405,8.2623949255,14.88287635,10.27975169,12.51448113,13.96600025,10.234758241,14.69957735,14.90539078,12.548379965,14.757617165,5.605710071,14.86071456,14.05339857,8.085131732,14.99189227,14.96339624,14.64660991,14.82766698,13.8269571,14.792517495,10.727593127,13.2791870967,14.63055838,14.096551825,13.26600764,14.06996075,13.91975024,10.69211442,13.19114487,11.129325346,14.93557532,9.161839473,14.63577141,13.578109385,10.15620355,13.6876696275,10.676398518,7.578488036,12.0185825167,5.7172924965,13.83906107,13.16411975,13.35270561,13.00320258,12.43700564,8.65664038,8.11816389,BRCA
6.192455052,7.382107644,12.89271362,14.21113545,13.96294256,13.83906107,4.7722227,8.31187329725,14.76848987,10.0762471735,12.14532727,13.7976418,10.044315389,14.62973159,14.89547873,12.21358358,14.86803285,5.641409649,14.9176553,13.91533815,8.1096297365,15.20465253,15.02279519,14.79427981,14.81202536,13.69550076,14.862556205,10.896748151,13.0184884033,14.6054234,13.82021347,12.96853095,13.78304532,13.53124563,10.7004573,12.38541089,11.2103236545,14.57970693,9.615943196,14.52512866,13.41987342,9.692598558,13.5677507075,11.126796985,7.660568443,11.94985429,5.3286058865,13.76961631,13.09870741,13.32947056,12.94803322,12.42339047,8.979097265,8.043931078,BRCA
6.20491623067,7.86996565,13.02126635,14.66423422,13.99825372,13.94334633,5.5008898215,8.358305307,14.97508152,10.606262274,12.61090263,13.98649851,10.1184810485,14.67054531,14.81650173,12.56410699,15.08034745,6.098669702,14.68320465,13.943996395,8.57355247,15.15765011,14.98417233,14.88287635,14.71052532,13.87385551,14.94898418,11.197238313,13.2660202367,14.64352734,13.896729515,13.42972648,13.85629375,13.81715158,10.77472553,13.29757193,11.3007185185,14.18524172,10.013719563,14.06389305,13.60011512,10.19314989,13.81721283,10.6683929167,7.966939601,12.3173743267,5.8996369945,13.90066922,13.17144427,13.41290062,13.15586736,12.69058957,9.171077398,8.28785217,BRCA
6.22312114833,7.437629589,12.90226493,14.97957035,14.03833906,14.02134875,5.5432517045,8.26751803975,14.73243538,10.4569383835,12.22015014,13.78618183,10.113143896,14.778345945,14.45988849,12.325355415,15.009182335,5.991301456,14.1941174,13.599646315,8.4419232955,14.23655206,14.55659977,14.52934516,14.54707076,13.72609363,14.60280442,11.183421075,13.0526659333,14.54282634,13.706466475,13.22888561,13.94334633,13.56689425,10.96248777,12.26381357,11.02203123,14.24390588,10.3601259375,14.13459319,13.42690519,9.988805779,13.798075705,10.8788119037,7.737756253,12.1941623033,5.6768842575,13.90556143,13.34505663,13.47944813,13.08540943,12.47414328,9.168829493,8.063477494,BRCA
6.564269378,8.730980488,12.90606669,14.07409548,13.83559602,13.74850791,5.0158799165,8.31909203125,14.65913186,8.549825384,8.136146677,13.46017433,10.1777678575,14.640454655,14.99189227,10.340873011,15.0075063,5.706262025,14.70026172,11.871924085,8.73868349,15.15765011,12.32890637,14.86071456,14.77756767,10.87780964,14.92360748,11.0896472625,12.2939376257,13.01334802,13.56639955,14.00655359,10.90400629,11.23729977,11.25703878,12.23514149,10.383902505,14.86491883,9.343338271,14.79427981,13.424631615,10.04462674,12.763521508,11.188426623,5.002940155,11.9354915367,5.45682001,13.09870741,12.97797754,13.63244094,13.13233509,12.13760287,8.257825211,8.704639545,BRCA
