Instance10	9.3865031595	5.450890591	5.75930689933	5.455886904	10.83822324	7.578916123	10.64647346	5.72922551133	7.699539704	7.6691857416	5.391983545	5.729220505	10.6279946	6.198324399	13.03258307	6.94394967	13.036925645	7.731830036	5.1623044405	5.1670416625	5.838328613	4.726575091	14.72963536	7.721237853	5.578947201	5.396956849	6.071158792	7.44841126567	9.06946628383	10.67589996	10.97266949	5.607157479	5.790974804	5.269484953	5.913804198	5.516811979	9.424722409	12.07828769	8.3099046015	7.983374867	5.500899641	5.514918896	5.7117579645	6.083910741	5.694431513	4.816102093	4.992629308	7.754388358	11.141348535	7.785421611	10.267808214	11.09785784	6.052030675	7.028214693	5.9331775935	8.282150397	7.296207587	7.591674041	11.0911888265	5.714253246	7.986440979	5.3261257955	6.787775665	5.9452576155	5.741744206	13.272265755	8.239671468	8.743051332	8.801573127	12.68293541	BRCA
Instance11	9.4398689855	5.108117987	5.850522825	5.95625324033	11.07090266	8.3801401885	11.01654387	5.78684239733	8.083640375	8.1264096644	6.278129404	5.442289366	9.005344631	5.754910936	13.6548665	6.8333774005	13.99568036	8.703506626	5.054414175	5.0801625	6.434716308	4.905942012	15.04650697	9.243210363	6.52642539	6.003833401	6.389500249	8.36555046	8.5429645305	11.8267889	11.530394835	5.1791997015	6.051269448	5.991302987	6.990745361	4.901363214	10.1685694265	12.10275253	8.4279486905	8.52618567367	5.80278982125	5.3856526675	5.4756055315	5.678361577	5.622121363	5.048989481	5.6689936925	7.267397975	9.612806537	8.190863129	11.205721865	11.53735445	6.586994086	7.398515374	5.919414234	8.51785897267	7.570768631	6.995713808	11.3245241625	5.862210374	10.13161943	5.191865672	6.512547399	6.301957315	6.479703985	13.518945185	7.991537612	9.924167126	8.98552143	11.4210814	BRCA
Instance12	9.734440141	4.921497326	5.852559769	5.41840068	11.01586123	7.6177909695	10.11112299	5.75813290367	7.288638004	8.453911282	5.65306808	6.711395528	10.53098201	6.535043833	13.39262134	7.113594829	13.610250215	7.538152306	4.64098277	5.212942056	6.610733738	5.84925574	14.77756767	8.324226826	7.049797169	5.287445744	6.511513402	8.73512390433	9.18007328783	11.53735445	12.19832114	5.6726414605	5.751417692	5.2742827075	6.644969464	5.501129593	8.849002155	12.74633592	7.3061568935	8.07552379967	5.49613054325	5.7773513165	5.465165472	5.638371651	5.1617969435	5.316518	5.5922223395	7.513216592	9.0080471655	8.381198053	10.73582642	11.44807772	5.575699011	7.2307473315	6.562485251	7.581881758	6.88402128	6.472573571	11.1048476815	5.229790979	10.28695653	5.600274296	6.249355857	6.100922587	6.255600457	13.557786165	7.399686212	8.818774784	8.54304418667	12.1857598	Control
Instance13	9.2056581705	5.164817697	5.88925383067	5.59876575633	11.4744083	8.1354807515	10.16321288	5.391525266	6.995431166	8.603245084	6.003552345	5.692100223	9.9831294	6.6861140425	13.283571	7.6051727105	13.593208165	7.447581521	4.7854901795	5.221884638	5.802588255	5.209464331	15.13382676	7.402801304	6.335440044	5.540950401	6.200993331	8.26673643233	9.52376826383	11.27819405	11.42839688	5.315493258	6.073504957	5.7697544585	6.57234976067	5.391811746	8.9421300595	12.74542124	7.489944344	7.848454135	5.296929424	5.583061692	5.396673311	5.109999067	5.106020379	5.51854399	5.431682766	7.141854563	9.0364114565	8.67912917	10.74351715	11.66558698	5.411605257	7.3267732685	6.2318218145	7.36965209267	6.499212576	6.042212717	10.971794804	5.386734438	9.936741399	4.8571803435	6.197910224	5.9839408575	5.212774804	13.670150835	7.978740664	8.323416374	8.72241935167	11.91354778	Control
Instance14	9.3972972615	5.032113243	6.190282259	6.12265334667	11.49963678	7.731405834	9.895825602	5.24428041267	8.137837934	8.4463403628	5.726293954	6.691398504	9.685318716	6.2035328415	13.80179072	7.218703236	13.781224835	6.59529898	4.808404471	5.330977554	5.38371401	5.047899594	14.92253006	8.591747779	7.313157687	5.481404906	6.787032534	7.55920272067	9.15082053767	10.80905688	11.88734111	5.637529995	5.884238453	5.467905727	6.19467678467	5.371568663	9.369296688	12.3345988	8.1058439575	8.84300144733	5.90477998125	5.903562173	5.2084797865	5.895491217	5.13220021	5.241850906	5.594725634	7.869657263	9.450971204	8.369402275	10.57214363	10.55803347	6.274546467	7.630971039	6.122258875	7.90980533	7.678848562	6.149448008	10.9910491945	5.451879748	9.100032254	5.246515606	6.422742316	6.1262818345	6.345720697	12.81564983	8.11582544	9.030143702	9.68087566267	13.00161496	BRCA
Instance15	9.09802483	5.297201735	6.235586608	5.16436681433	10.91544642	7.971177876	9.627643826	5.441101188	7.298133898	8.137989213	6.147312423	7.991537612	10.81962051	7.2166018795	13.41082367	7.2394073175	13.433996985	6.58736921	4.875116639	5.6827427945	5.808521004	4.666494361	14.88287635	8.253411568	7.938390374	5.348384034	6.571820082	8.845032775	9.44121959	11.08706186	12.562740285	5.5942981825	5.857863615	5.0452076385	6.52577850267	5.045935721	8.542348118	12.21001994	7.958760707	8.88479079233	5.789491762	5.8258292175	5.98718499	5.379907907	5.2919696595	5.375223015	5.665494895	7.892969453	9.327483072	8.271184179	9.6677951655	11.61592857	5.045935721	6.968230665	6.305437851	6.772887585	6.107798352	6.777686415	11.4484135325	5.577890454	9.202638794	5.2380249715	6.457877938	6.1357933065	5.379907907	13.30181616	8.156868221	8.819732939	8.84172376967	13.08801473	BRCA
Instance16	9.0548160285	4.847509986	6.058738875	6.20933695367	10.66951428	6.945607563	10.40231958	5.88423388733	7.850469917	7.6167832758	5.870618247	6.289101891	10.33946621	6.319377687	13.46017433	7.2447351615	13.626376885	6.562170383	4.7939562765	5.564111818	6.854248561	5.51460459	14.8574397	8.636045546	6.63376222	5.386130858	7.051155454	7.756862813	8.933464829	11.2754336	11.681747475	5.6350479985	5.961166771	5.662349564	6.239507039	5.205559906	9.0920808705	12.40526256	7.9551320665	8.50441506767	5.631564046	5.1823723485	5.190314928	5.687068563	5.0877994665	5.119575355	5.690673638	7.952116757	10.315147335	8.676883662	9.762271957	11.34927862	5.923274739	7.8925894395	5.775204331	7.87435355567	7.259487003	7.154213379	10.657442434	5.119575355	8.429700821	5.3185991525	6.097511381	5.598014354	5.791170215	12.56634018	7.794677615	8.866792965	8.63450192267	13.41290062	BRCA
Instance17	9.189843894	5.331822758	5.65626159233	5.62774801333	11.12236553	6.8710444605	10.10277659	5.655987844	7.978912229	7.8949601968	6.067010094	6.19830322	10.39870125	7.0230501225	13.10298289	7.08880707	13.695659585	6.385953509	5.0991157515	5.0447806435	5.838328613	5.343595475	14.96339624	8.366301585	6.300037329	5.361251859	6.056285496	7.31795544933	9.05192720867	10.54285319	11.055174395	5.729425526	5.626374337	5.3331597535	5.87926644467	4.988243006	8.8670949045	12.17272761	8.110550381	8.448402539	5.3692760385	5.466779832	5.370886306	5.675400482	5.418342137	5.434304001	5.3318725025	8.301451753	11.79381229	8.862762193	9.657060849	10.77710346	6.163806263	7.583313165	5.7687714305	7.794650782	7.444975776	6.514442352	10.2908497205	4.808914358	8.501002294	5.3344845835	6.574332872	5.692562609	6.171732872	12.144835935	7.608238417	8.619359016	9.751440082	13.38809538	BRCA
Instance18	8.8555426575	5.277437357	5.658553263	5.226132214	11.03657221	7.2849615325	10.55366796	5.87743299367	7.88932314	8.14080511	6.381807349	6.82706041	9.937786163	6.2427986585	13.27502674	7.4729309235	13.715587005	6.545586666	5.0303592715	5.425557558	7.068835031	5.114586962	15.11026186	8.595333135	7.395150919	5.774530941	6.495572795	8.277693489	9.04214245483	11.38382052	11.80706946	5.4109387615	5.86159021	5.2235448575	6.33805474767	4.844249122	9.637352634	12.2142175	8.617697816	8.08304868833	5.21904962825	5.4086859195	5.3463875995	5.467614719	5.127530457	5.213649836	4.7827938095	7.50084412	8.947881972	7.475816758	9.7727897885	10.81469083	6.951608556	7.3956632475	5.919971583	8.18961236433	7.680572483	6.785946496	10.107274367	5.69000583	9.230429477	5.1936670215	6.119050697	6.017667286	6.117285305	12.588316835	7.879431812	8.82991386	9.306846081	13.18229429	BRCA
Instance19	8.7947520875	5.276693226	6.031068161	5.54333123533	11.29816872	7.56592893	10.12919321	5.774894785	7.960988197	8.5100925166	6.298892537	6.768320398	10.32139858	7.3145037215	13.2860567	7.068923388	13.47010462	6.783656769	5.1549797535	5.615776579	7.21271797	5.292608072	14.90075929	8.346913826	7.673293394	5.544895869	6.3838572945	8.22433804633	9.0875921835	11.26946293	11.67906498	5.606472071	5.98687237	5.2628979625	6.65366873933	5.387940841	9.22585896	11.94573106	7.548786718	8.74836367633	5.78586773725	5.8997277105	5.699028809	5.479789356	5.0017319975	5.766470106	5.9737291475	8.149291284	8.294422198	7.790610985	9.5570803765	10.52858624	5.827572151	7.433039697	6.2313604735	7.67099175533	7.868808861	6.114789302	9.8755164515	5.707781006	9.226111776	5.189113636	6.394639001	6.248183447	6.014584741	12.15051721	7.488003031	9.153894694	10.3959021097	13.54762602	BRCA
Instance20	7.9295471225	4.71233763	5.52522094267	5.53686755933	11.8759414	7.790324093	10.61739655	5.74396702267	8.527849483	8.8253474506	6.482691508	6.182896477	8.691945103	6.6333974505	10.20940192	8.2017503295	11.559473305	6.13976173	4.595061369	5.5230802685	6.536717836	4.96556642	14.97508152	8.770532686	6.591900502	4.508458671	6.93393293	7.380815007	8.1006439875	11.81615379	11.705440355	5.2788582895	6.436841129	5.724226245	6.38951030433	5.408721412	10.341868777	14.36402692	8.1434739725	7.863606286	5.51724706675	5.2851101715	5.7493334995	5.676811285	5.5397692505	5.26763996	5.235000351	8.52583508	7.8549590105	9.559434991	10.641143955	11.35660343	5.557280839	7.4031008765	6.3668240755	6.22075007433	6.848156962	7.653850253	11.311193695	5.537615426	9.522278016	4.812778604	6.931184045	6.103445797	6.097511381	10.699221435	7.882063906	9.875749783	8.81141663767	10.98045221	BRCA
