@relation thedata

@attribute 1022 real
@attribute 10714 real
@attribute 1642 real
@attribute 1643 real
@attribute 2067 real
@attribute 2068 real
@attribute 2071 real
@attribute 2072 real
@attribute 2073 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 3978 real
@attribute 4331 real
@attribute 5111 real
@attribute 5424 real
@attribute 5425 real
@attribute 5426 real
@attribute 5427 real
@attribute 57804 real
@attribute 5887 real
@attribute 5981 real
@attribute 5982 real
@attribute 5983 real
@attribute 5984 real
@attribute 5985 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute 7507 real
@attribute 7508 real
@attribute 902 real
@attribute DependentVariable {BRCA,Control}

@data
9.6014742,7.463332523,8.69978708025,6.839081327,9.53272454825,9.204131621,10.65722043,5.8030248085,11.23824666,6.858718118,5.171538364,7.676452764,10.34768534,9.309431518,7.173305173,7.19178534067,8.833563055,13.07564465,8.622089465,7.713319706,9.427680085,8.811375597,8.906142604,7.1596856165,6.23579617167,8.8655786105,7.2999723835,10.87490854,12.53830178,10.35810202,6.411727587,11.48011881,8.174296834,BRCA
9.65659519,7.1852972805,9.5174660655,6.0664182,9.072729628,7.815256994,10.16944939,6.369285011,11.01404508,6.7861813475,5.37574431,8.933248873,9.399502844,8.824657385,7.443588263,7.66789353567,7.324543144,12.68199828,7.321637554,7.322110956,8.66980731,9.612141036,8.716427139,6.8101934035,7.04973393733,9.023735752,7.544617301,11.11875956,11.75528414,10.88129775,6.456851828,11.11057321,8.4740299995,Control
9.597587563,7.4117681705,9.2702612445,6.141806358,9.11294515975,8.343586732,10.08514084,5.9373607545,10.99419451,6.421656707,4.988697465,8.832795987,9.933941823,8.392855247,7.108370574,7.32601425833,7.935107761,12.85738045,7.471189747,6.816699294,8.962058135,9.769565608,8.7854943965,6.654977447,7.14436357833,8.823484927,7.3703045175,11.29475415,11.64562254,10.4887367,6.224875349,11.13121409,8.5940360615,Control
9.617614907,7.4282706955,8.80925711925,6.132068463,9.4284456575,9.167193021,10.93024227,6.017465398,10.93533103,5.456076664,5.292792099,8.194979796,10.39216207,8.873598775,5.771628945,6.97591235933,8.689964021,12.86342169,8.892179346,7.518655368,9.223423229,9.021133451,8.3847614075,6.4175965355,7.35023516733,9.175989441,6.8935968215,10.666982815,12.03723816,10.55403266,6.095877621,11.59488687,7.1655308455,BRCA
10.07000053,7.1613884155,8.5279889565,6.023317043,9.113299431,9.101470918,11.10864878,6.6537276915,11.31701417,5.544020716,4.788047896,8.73696091,10.23091542,9.241179451,5.902683368,6.763530312,8.354559186,13.11037161,9.091660914,7.750105877,8.538519855,8.796235248,8.774283818,6.5949871565,7.31315444567,8.9319577035,7.485098727,11.21590727,11.80073018,9.580042347,6.156644998,11.1007545,7.126664761,BRCA
10.12919321,7.2083211925,8.662750984,6.340211188,9.37510267,9.228344402,10.88769302,6.523928337,11.17866503,5.44209646,5.258529523,8.461204311,10.54330281,9.807411729,6.196042028,7.03874911367,8.464169074,13.0474759,8.511556122,7.91898414,9.290952566,8.960915006,8.604510827,6.527756701,7.21700452967,9.4157847835,7.527901723,10.39328649,12.21510531,10.64948099,5.757430847,11.63413504,7.207971487,BRCA
10.19591385,7.2727011495,8.75566797825,6.2849912,9.588689033,9.230129219,10.61346285,5.8055340835,11.03194774,5.5223939415,5.533727829,8.260097569,10.42417183,9.907754874,6.101719008,7.10016706667,8.292691032,12.87039849,8.772299004,7.949609524,9.547357825,9.282585247,8.409953035,6.3941428145,7.43359077733,9.4100818935,7.357071643,10.861074535,11.98277091,10.9447818,5.795462577,11.63107485,7.3753302775,BRCA
10.21780056,7.070863253,8.2446148565,6.258901053,9.60802330525,9.21184032,10.55979796,5.981776373,11.03275882,5.5364636575,5.358089615,8.26545228,10.32995358,9.489968911,5.913853554,7.13735669233,8.43825243,13.36098494,8.567443842,8.122958834,9.443524356,9.377476876,8.640800583,6.803953256,7.17986935967,9.2504395305,7.2299863925,10.620424425,12.11639279,11.12425722,5.297385178,11.13386163,7.5514060975,BRCA
10.13564553,7.409290949,8.49444995675,6.405103693,9.91743211175,8.758440706,10.83660293,5.656621585,10.98412667,5.15457292,5.286429541,8.169525606,10.54869216,9.770879053,5.669530862,7.301571066,8.463423345,12.83366697,8.792042831,7.739039878,9.524924191,9.100820741,8.518554874,6.553387789,7.21428444467,9.283426389,7.224746219,11.17905754,11.90965135,10.84615266,5.676740778,11.35799469,7.2303432025,BRCA
8.777182254,7.6441090585,8.56328838325,6.182896477,9.92985813225,9.785984134,10.83158062,6.245720279,10.78613914,5.321608753,5.052688948,8.512346531,10.32910148,7.877009719,5.781235931,6.78827803233,8.591897347,13.50065522,6.664629054,8.140089864,9.717642636,8.38506549,8.0635175495,6.348284926,6.94060400367,7.388460416,6.330087624,10.585395104,9.074115449,9.955032716,5.852005861,11.53735445,7.3442798615,BRCA
